stop,plotStop,treat,dayID,day,hour,selection,seconds,minutes,lowFreq,highFreq,avgPowerDensity,maxPower ,energy,deltaTime,proximity
11,7,c,1,528,1800,42,729.9,11.73,5326.5,9311.2,-81.3,-63.5,74.7,2.706,
11,7,c,1,528,1800,43,770.1,12.4,5004.1,9288.1,-83.3,-67,72.4,2.333,
11,7,c,1,528,1800,44,779.1,12.55,5280.5,9034.8,-83,-67.4,71.7,2.168,
11,7,c,1,528,1800,45,821.3,13.26,4911.9,8505,-82.6,-63.1,72.1,2.253,
11,7,c,1,528,1800,46,846.6,13.68,5234.4,9057.8,-81.9,-60.1,72.6,1.996,
11,7,c,1,528,1800,47,852.1,13.77,4981,8459,-81.6,-63.1,73.2,2.376,
11,7,c,1,528,1800,48,909.9,14.74,4773.7,9564.5,-83.7,-62.6,73.1,2.706,
11,7,c,1,528,1800,49,920.3,14.91,4865.9,9357.2,-81.9,-62.1,74.2,2.486,
11,7,c,1,528,1800,50,928.7,15.05,4451.3,9472.4,-82.2,-62.1,74.7,2.657,
11,7,c,1,528,1800,51,937.3,15.19,5533.8,9173,-81.3,-63,74.2,2.712,
11,7,c,1,528,1800,52,944.9,15.32,5418.7,9242.1,-80.5,-61.9,75.2,2.657,
11,7,c,1,528,1800,53,992.2,16.11,5326.5,9126.9,-83.9,-67.2,71,2.21,
11,7,c,1,528,1800,54,999.7,16.23,5602.9,9011.7,-83.7,-69.6,70.6,2.149,
11,7,c,1,528,1800,55,1258,20.54,5625.9,8873.5,-82.8,-65.6,71.6,2.363,
11,7,c,1,528,1800,56,1267.7,20.7,5695,8919.6,-83,-67.4,71.2,2.217,
11,7,c,1,528,1800,57,1279.7,20.9,5810.2,8942.6,-80.5,-61.5,73.9,2.345,
11,7,c,1,528,1800,58,1286.6,21.01,5741.1,9034.8,-79.8,-61.3,75,2.474,
11,7,c,2,528,1900,1,3607.4,0,6270.9,9610.6,-70.6,-47.7,84.3,2.51,n
11,7,c,2,528,1900,2,3603.9,0,6363,9679.7,-86.2,-74.7,68.5,2.394,background
11,7,c,2,528,1900,3,3620,0.21,6063.6,9311.2,-70.8,-50.1,83.5,2.235,n
11,7,c,2,528,1900,4,3639,0.53,6270.9,9219,-68.7,-45.8,85,2.149,n
11,7,c,2,528,1900,5,3671.6,1.07,6086.6,9656.7,-71.5,-49.5,83.4,2.284,n
11,7,c,2,528,1900,6,3692.1,1.41,5971.4,9725.8,-73.3,-51.1,81.6,2.265,n
11,7,c,2,528,1900,7,3705.8,1.64,6017.5,9495.4,-70.8,-47.8,84.1,2.388,n
11,7,c,2,528,1900,8,3732.8,2.09,6293.9,9771.8,-71.4,-52.1,83.3,2.284,n
11,7,c,2,528,1900,9,3765.5,2.63,5994.5,9864,-70.8,-49.6,84.6,2.437,n
11,7,c,2,528,1900,10,3788.4,3.02,6247.8,9426.3,-65.1,-46,89.5,2.492,nn
11,7,c,2,528,1900,11,3799.4,3.2,6132.7,9495.4,-68.5,-49.5,86.7,2.621,nn
11,7,c,2,528,1900,12,3808.8,3.36,5948.4,9702.7,-68.3,-49.7,87.7,2.847,nn
11,7,c,2,528,1900,13,3818.3,3.52,6224.8,9979.1,-71.1,-51,83.9,2.321,n
11,7,c,2,528,1900,14,3831.7,3.74,6201.8,9242.1,-68.5,-51.2,86.1,2.596,nn
11,7,c,2,528,1900,15,3844.9,3.96,6547.3,9057.8,-70.7,-54.6,81.3,1.708,n
11,7,c,2,528,1900,16,3853.3,4.1,6409.1,9771.8,-66.5,-45.7,88.5,2.504,nn
11,7,c,2,528,1900,17,3880.5,4.55,6224.8,9449.4,-71.7,-53.5,82.7,2.357,n
11,7,c,2,528,1900,18,3877.1,4.49,6109.6,9311.2,-86.4,-76.4,68.2,2.437,background
11,7,c,2,528,1900,19,3890.7,4.72,6063.6,10071.2,-68.7,-46.3,86.7,2.308,nn
11,7,c,2,528,1900,20,3908,5.01,6017.5,9288.1,-70.9,-52.9,82.9,1.996,n
11,7,c,2,528,1900,21,3922,5.24,5879.3,9288.1,-69,-50.5,85.7,2.296,nn
11,7,c,2,528,1900,22,3941.9,5.57,5948.4,9403.3,-71.1,-48.5,83.2,2.1,n
11,7,c,2,528,1900,23,3956.2,5.81,6063.6,9288.1,-67.4,-44.9,86.3,1.984,nn
11,7,c,2,528,1900,24,3971.5,6.07,6155.7,9380.3,-68.5,-48.1,86,2.351,nn
11,7,c,2,528,1900,25,3992.7,6.42,5971.4,9587.6,-68.4,-44.7,86.4,2.278,nn
11,7,c,2,528,1900,26,4004.4,6.62,6270.9,9449.4,-65.5,-43.4,88.2,2.021,nn
11,7,c,2,528,1900,27,4041,7.23,6017.5,9725.8,-67.3,-44.1,86.4,1.751,nn
11,7,c,2,528,1900,28,4055,7.46,5971.4,9587.6,-67.4,-46.2,88.1,2.645,nn
11,7,c,2,528,1900,29,4071.6,7.74,6017.5,9541.5,-68.3,-45.9,86.8,2.529,nn
11,7,c,2,528,1900,30,4100.2,8.21,6017.5,9380.3,-69.7,-48.1,85.5,2.633,nn
11,7,c,2,528,1900,31,4118,8.51,5902.3,9864,-71.3,-49.1,84.1,2.351,n
11,7,c,2,528,1900,32,4177.4,9.5,5833.2,9242.1,-79.5,-59.3,73,1.439,f
11,7,c,2,528,1900,33,4229.6,10.37,5718.1,9748.8,-72.9,-51.6,81.9,2.027,n
11,7,c,2,528,1900,34,4243.7,10.6,5925.4,9334.2,-70.5,-51.2,84.5,2.559,n
11,7,c,2,528,1900,35,4282.4,11.25,5833.2,9910,-69.9,-48.6,85.8,2.504,n
11,7,c,2,528,1900,36,4304.4,11.62,6086.6,9702.7,-70.8,-50.5,83.3,1.929,n
11,7,c,2,528,1900,37,4316.8,11.82,5948.4,9910,-69.5,-46.5,86.3,2.621,n
11,7,c,2,528,1900,38,4340.6,12.22,6132.7,9173,-70.9,-49.1,82.7,2.094,n
11,7,c,2,528,1900,39,4358.2,12.51,5948.4,9518.5,-67.7,-45.8,87.1,2.314,n
11,7,c,2,528,1900,40,4373,12.76,6178.7,9288.1,-68.4,-49,85.7,2.217,n
11,7,c,2,528,1900,41,4387.4,13,6224.8,9541.5,-66.6,-46.3,86.8,1.843,n
11,7,c,2,528,1900,42,4419.6,13.54,6017.5,9334.2,-68.6,-47.4,85,1.886,n
11,7,c,2,528,1900,43,4433.9,13.77,5925.4,9265.1,-67.7,-49.4,86.6,2.223,n
11,7,c,2,528,1900,44,4469.4,14.37,5925.4,9610.6,-68.7,-49.3,86.4,2.419,n
11,7,c,2,528,1900,45,4487.3,14.66,6040.5,9265.1,-64.7,-45,89.7,2.333,nn
11,7,c,2,528,1900,46,4508.8,15.02,6155.7,9541.5,-64.2,-43,90.3,2.253,
11,7,c,2,528,1900,47,4523.4,15.27,6086.6,9656.7,-64.4,-43.5,90.8,2.461,
11,7,c,2,528,1900,48,4536,15.48,5649,9840.9,-64.9,-41.9,90.6,2.388,
11,7,c,2,528,1900,49,4556.7,15.82,5948.4,9910,-63.4,-41.5,92.2,2.547,
11,7,c,2,528,1900,50,4572,16.08,5902.3,9564.5,-61.8,-39.6,93.2,2.314,
11,7,c,2,528,1900,51,5272.6,27.75,4842.8,9587.6,-81.1,-61.3,75,2.345,f
11,7,c,2,528,1900,52,5281.4,27.9,5718.1,9725.8,-76.5,-59,79.4,2.602,
11,7,c,2,528,1900,53,5287,27.99,4543.4,9495.4,-76.3,-55.7,80.3,2.504,
11,7,c,2,528,1900,54,5295,28.13,4635.5,9817.9,-75.5,-54.7,81.5,2.657,
11,7,c,2,528,1900,55,5301.9,28.24,5810.2,9956.1,-75.3,-52.4,80.7,2.608,
11,7,c,2,528,1900,56,5328.8,28.69,5073.2,9979.1,-82.7,-63.5,72.5,1.861,
11,7,c,2,528,1900,57,5337.5,28.83,4727.7,9587.6,-78.4,-57.6,77.7,2.278,
11,7,c,2,528,1900,58,5344.9,28.96,5073.2,9817.9,-76,-56.4,79.9,2.241,
11,7,c,2,528,1900,59,5351.6,29.07,4520.4,9472.4,-75,-54.6,81.8,2.682,
11,7,c,2,528,1900,60,5358.6,29.19,5602.9,10094.3,-74.8,-54.9,79.9,1.776,
11,7,c,2,528,1900,61,5365.2,29.3,4681.6,10071.2,-74.2,-54.2,83.4,2.859,
11,7,c,2,528,1900,62,5374.8,29.46,4474.3,9956.1,-74.6,-54,82.7,2.688,
11,7,c,2,528,1900,63,5387,29.66,5579.9,9541.5,-73.1,-54.4,80.7,1.665,
11,7,c,2,528,1900,64,5393.5,29.77,4497.3,10393.7,-74.9,-53.6,82.5,2.523,
11,7,c,2,528,1900,65,5400.9,29.89,4244,10117.3,-75.6,-55.3,82.2,2.829,
11,7,c,2,528,1900,66,5409.8,30.04,4267,9794.9,-75.3,-53.4,82.4,2.896,
11,7,c,2,528,1900,67,5419,30.19,4474.3,9817.9,-73.9,-52.4,83.6,2.902,
11,7,c,2,528,1900,68,5428,30.34,4405.2,9771.8,-71.6,-49.1,85.3,2.48,
11,7,c,2,528,1900,69,5424.5,30.29,6178.7,9656.7,-84.9,-73.2,69.9,2.302,background
11,7,c,2,528,1900,70,5442.4,30.58,5787.2,10232.5,-71.5,-51.6,83,1.721,
11,7,c,2,528,1900,71,5476.8,31.16,4244,10209.4,-64.7,-40.1,92.5,2.412,
11,7,c,2,528,1900,72,5504.7,31.62,5050.1,9541.5,-77.1,-57.6,78.2,2.057,
11,7,c,2,528,1900,73,5519.9,31.87,4842.8,10163.4,-74.6,-54.7,81.9,2.302,
11,7,c,2,528,1900,74,5558.4,32.52,4428.3,10025.2,-72.6,-50.2,84.5,2.523,
11,7,c,2,528,1900,75,5567.5,32.67,4589.5,10025.2,-70.9,-48.7,85.8,2.357,
11,7,c,2,528,1900,76,5584.8,32.96,4981,10002.1,-72.1,-52.3,84.1,2.29,
11,7,c,2,528,1900,77,5610.1,33.38,5741.1,9771.8,-76.4,-56.2,78.6,2.18,
11,7,c,2,528,1900,78,5607.3,33.33,5994.5,9748.8,-86.5,-75.8,68.4,2.235,
11,7,c,3,530,430,1,2937.5,0,4428.3,8528.1,-84.1,-68.3,71,2.21,
11,7,c,3,530,430,2,2934,0,5994.5,8988.7,-86.5,-76.3,68.2,2.682,background
11,7,c,3,530,430,3,2943.8,0.1,5142.3,9288.1,-84.7,-70.2,69.7,1.788,
11,7,c,3,530,430,4,2965.9,0.47,5073.2,8942.6,-83.6,-68.2,71,2.051,
11,7,c,3,530,430,5,2981.8,0.74,5395.6,9126.9,-84.8,-68.5,70.4,2.437,
11,7,c,3,530,430,6,2987.6,0.83,4658.6,9380.3,-84.7,-68.8,71.3,2.272,
11,7,c,3,530,430,7,2993.3,0.93,4750.7,8965.7,-84,-68.4,72.3,2.761,
11,7,c,3,530,430,8,2998.3,1.01,5625.9,9057.8,-84.5,-68.5,70.9,2.823,
11,7,c,3,530,430,9,3004.5,1.12,5142.3,8758.4,-84.6,-70.3,69.6,1.953,
11,7,c,3,530,430,10,3001.8,1.07,7929.2,10762.2,-86.9,-76.6,67.1,2.431,background
11,7,c,3,530,430,11,3010.3,1.21,5142.3,9196,-85.1,-70.4,69.1,1.745,
11,7,c,3,530,430,12,3027.1,1.49,5925.4,9725.8,-85,-69.9,69.8,2.198,
11,7,c,3,530,430,13,3032.5,1.58,4842.8,9034.8,-84.6,-67.7,70.6,2.161,
11,7,c,3,530,430,14,3038.4,1.68,4589.5,8942.6,-84.8,-69.7,70.6,2.161,
11,7,c,3,530,430,15,3061.5,2.07,4658.6,8781.4,-83.9,-66.9,72,2.578,
11,7,c,3,530,430,16,3067.4,2.16,4497.3,8896.6,-84,-68.8,71.9,2.412,
11,7,c,3,530,430,17,3073.5,2.27,5257.4,9173,-84.8,-70.4,69.8,2.021,
11,7,c,3,530,430,18,3078.4,2.35,5027.1,9034.8,-84.5,-70.5,71.5,2.7,
11,7,c,3,530,430,19,3088.9,2.52,4796.8,8919.6,-84.3,-68,71.2,2.351,
11,7,c,3,530,430,20,3093,2.59,6823.6,9679.7,-86.8,-77.4,66.3,1.953,
11,7,c,3,530,430,21,3096,2.64,4543.4,8965.7,-84.8,-69.7,71.3,2.486,
11,7,c,3,530,430,22,3102,2.74,4819.8,9472.4,-84.6,-69.5,72.2,2.81,
11,7,c,3,530,430,23,3107.9,2.84,5004.1,9219,-85.2,-71.4,70.3,2.296,
11,7,c,3,530,430,24,3114,2.94,4750.7,9242.1,-84.4,-69.2,72,2.694,
11,7,c,3,530,430,25,3122.6,3.09,4796.8,9242.1,-84.3,-69.4,71.8,2.51,
11,7,c,4,530,530,1,6589,0,6063.6,8804.5,-83.4,-64.3,69.5,1.965,
11,7,c,4,530,530,2,6586.3,0,6386,9126.9,-86.3,-76.1,66.6,1.965,background
11,7,c,4,530,530,3,6602.1,0.22,6178.7,8804.5,-84.4,-67.1,67.8,1.745,
11,7,c,4,530,530,4,6610.2,0.35,6109.6,9034.8,-84.2,-66.8,69.3,2.082,
11,7,c,4,530,530,5,6608.1,0.32,6017.5,8804.5,-86.4,-75.4,66.1,1.776,
11,7,c,4,530,530,6,6619.7,0.51,5856.3,8758.4,-83.8,-63.4,69.9,2.223,
11,7,c,4,530,530,7,6631.7,0.71,6017.5,8965.7,-83.9,-65.9,69.5,2.033,
11,7,c,5,531,1030,1,8635,0,6086.6,9103.9,-84.7,-71.7,68.4,1.812,
11,7,c,5,531,1030,2,8926.2,4.85,5902.3,9357.2,-83.9,-68.3,69.8,1.812,
11,7,c,5,531,1030,3,8950.5,5.26,5349.6,9057.8,-84,-66.7,71.2,2.461,
11,7,c,5,531,1030,4,8970.4,5.59,5395.6,9034.8,-84.4,-69.1,69.9,1.984,
11,7,c,5,531,1030,5,8981.6,5.78,4612.5,9173,-83,-61.9,73.7,2.853,
11,7,c,5,531,1030,6,8978.3,5.72,3829.4,7007.9,-85.2,-73.9,67.3,1.537,background
11,7,c,5,531,1030,7,9051.5,6.94,5004.1,9011.7,-84.7,-71.3,70.1,2.057,
11,7,c,5,531,1030,8,9105.4,7.84,5971.4,9288.1,-85,-70.4,69.2,2.137,
11,7,c,5,531,1030,9,9243.3,10.14,5211.4,9403.3,-84.7,-68.3,70.9,2.363,
11,7,c,5,531,1030,10,9240.1,10.08,8873.5,11798.7,-86.7,-76.7,67.4,2.406,
